title,role,location,experience,skills,apply_id
"Data Engineering, DataBricks",Lead Software Engineer,"Bangalore, India",,"Data-Databricks with AWS Native Services, Spark,Python/Scala/Java,Kafka,HDFS, Hive.",creq258528
Senior Director-Client services,Senior Director-Client Services (Level: Senior Director),"Hyderabad, India",,PMT-PROGRAM MANAGEMENT-CORE.,creq258449
Java/Python FSD - Core Search - T2,Lead Software Engineer,"Hyderabad, India",,"DE-Web Foundation, Core Java Foundation.",creq241959
Architect (ATC),Architect (Level: Manager),"Chennai, India",,AILab-GENAI-AWS.,creq254070
Python Robot QA,Software Engineer,"Hyderabad, India",,DA-WebSelPythnRobot.,creq239112
Telco Offering Lead - OSS,Principal Architect (Level: Director),"Bangalore, India",,CS-Telco-OSS-SF-NPB.,job-237321
IBM MQ Developer,Software Engineer,"Hyderabad, India",,DE-API_Spring_Cloud.,creq254961
Senior Finance Revenue Consultant,Senior Consultant-Finance,"Hyderabad, India",,Not Mapped Skill Cluster.,job-260792
Senior Finance FPA Consultant,Senior Consultant-Finance,"Hyderabad, India",,Not Mapped Skill Cluster.,job-260788
Business Analyst- Security Risk,Lead Software Engineer,"Pune, India",,CS-BFS-RC-SECURITYRISK.,creq240458
Java MS Springboot,Lead Software Engineer,"Pune, India",,"DE-Full Stack, REST API, ORM, SQL.",creq257281
Python Developer,Lead Software Engineer,"Pune, India",,"DE-Python_Full Stack (with SQL), Frameworks, DevOps.",creq257290
Senior Java AWS Developer,Lead Software Engineer,"Mumbai, India",,DE-Service Dev Foundation.,creq258084
Senior Java AWS Developer,Lead Software Engineer,"Mumbai, India",,DE-Service Dev Foundation.,creq258105
Senior Java AWS Developer,Lead Software Engineer,"Mumbai, India",,DE-Service Dev Foundation.,creq258097
Java,Lead Software Engineer,"Bangalore, India",,"DE-Full Stack, REST API, ORM, NO SQL.",creq237823
Azure Architect role,Principal Architect (Level: Director),"Chennai, India",,"Data-Azure Synapse with Azure Databricks, ADF, ADLS, Azure SQL, Azure Functions.",job-190027
Java Camunda Developer,Software Engineer,"Hyderabad, India",,BPM-Camunda + Spring Boot.,creq258169
Network Engineer,Senior Software Engineer,"Chennai, India",,AIMS-IMS-NWAdmin.,creq257526
Java Developer,Lead Software Engineer,"Bangalore, India",,"DE-Full Stack, REST API, ORM, NO SQL.",creq253198
T24 Test Analyst,Senior Software Engineer,"Bangalore, India",,CS-BFS-RB-CORE.,creq252265
Functional Product Analyst,Lead Software Engineer,"Bangalore, India",,CS-BFS-RB-CORE.,creq252390
Insidesales Specialist,Inside Sales Executive - Connect (Inside Sales) (Level: Associate Manager),"Hyderabad, India",,Not Mapped Skill Cluster.,job-260681
Python Robot QA,Lead Software Engineer,"Hyderabad, India",,DA-WebSelPythnRobot.,creq239099
Typescript Node Next Architect,Architect (Level: Manager),"Bangalore, India",,DE-Mobile-React_Native_Fullstack_Dev_AWS.,creq250683
TeamLead,Lead Software Engineer,"Bangalore, India",,AIMS-CIS-GCP-Infra.,creq257145
Python Robot QA,Lead Software Engineer,"Hyderabad, India",,DA-WebSelPythnRobot.,creq239107
GCP Data Engineer,Senior Software Engineer,"Chennai, India",,"Data-Azure Databricks with ADF, HDInsight,ADLS,Synapse,Azure Native Data Services.",creq211961
Senior Java AWS Developer,Lead Software Engineer,"Bangalore, India",,DE-Service Dev Foundation.,creq257544
Senior Java Developer,Lead Software Engineer,"Hyderabad, India",,DE-Service Dev Foundation.,creq226266
HLS BA,Senior Manager-Client Services (Level: Senior Manager),"Pune, India",,CS-HLS-PVDR-CQMR.,creq245559
Wealth Management Product Manager,Lead Software Engineer,"Bangalore, India",,CS-BFS-WM-RM-ADVIS.,creq240488
Delivery Manager,Project Manager (Level: Manager),"Bangalore, India",,PMT-ACCOUNT DELIVERY MANAGEMENT.,job-260535
.Net Technical Manager,Architect (Level: Manager),"Bangalore, India",,PMT-PROJECT MANAGEMENT-CORE.,creq253244
Agentic AI Engineer,Lead Software Engineer,"Bangalore, India",,AILab-GENAI-GCP.,creq253450
Tech Lead,Lead Software Engineer,"Bangalore, India",,"Data-PL/SQL,RDBMS databases, SQL scripts  .",creq255652
Gen AI,Architect (Level: Manager),"Bangalore, India",,BPM-Appian + Gen AI.,creq246886
AWS Data Architect,Principal Architect (Level: Director),"Chennai, India",,"Data-AWS Glue with EMR, Spark, Redshift,Kinesis,S3,AWS Native Data Services.",job-189744
Senior Data Engineer,Architect (Level: Manager),"Hyderabad, India",,"Data-Talend with Synapse, ADLS, Spark, DBT, Azure data services, pipeline orchestration.",creq252496
Azure Databricks,Senior Lead Software Engineer,"Hyderabad, India",,"Data-Databricks with AWS Native Services, Spark,Python/Scala/Java,Kafka,HDFS, Hive.",creq243938
Senior Consultant,Lead Software Engineer,"Chennai, India",,BPM-Camunda.,creq253665
Gen AI-ML,Software Engineer,"Pune, India",,AIMS-GenAISupport-Others.,creq254147
Python Pyspark,Lead Software Engineer,"Chennai, India",,"DE-Python_Full Stack (with SQL), Frameworks, DevOps.",creq255674
EIM Data Analyst,Lead Consultant,"Hyderabad, India",,"DE-Python_API Layer (With SQL DBs), DevOps.",creq252500
Java,Senior Lead Software Engineer,"Chennai, India",,DE-Full Stack Foundation.,creq243049
Data Architect - AWS Data Lake,Architect (Level: Manager),"Hyderabad, India",,"Data-Cloudera with AWS Native Services, Spark,Python/Scala/Java,Kafka,HDFS, Hive.",creq254943
Full-Stack Developer – Sitecore,Senior Consultant-Technology,"Hyderabad, India",,Not Mapped Skill Cluster.,job-257086
Java,Lead Software Engineer,"Chennai, India",,DE-Full Stack Foundation.,creq242945
Temenos BA,Senior Software Engineer,"Bangalore, India",,CS-BFS-RB-CHAN.,creq254471
Associate Finance FPA Manager,Associate Manager-Finance,"Hyderabad, India",,Not Mapped Skill Cluster.,job-256746
Java Developer,Lead Software Engineer,"Hyderabad, India",,DE-.NET Core MVC-Web Applications.,creq226139
.NET Azure,Lead Software Engineer,"Pune, India",,DE-Distributed Microservices Apps.,creq239452
Leadership Role,Principal Architect (Level: Director),"Bangalore, India",,Not Mapped Skill Cluster.,job-139264
AWS Snowflake,Lead Software Engineer,"Chennai, India",,"Data-Snowflake with AWS Native Services, ETL.",creq231846
Architect (ATC),Architect (Level: Manager),"Bangalore, India",,"DE-Full Stack, REST API, ORM, NO SQL.",creq237411
Sr. DSS,Senior Software Engineer,"Hyderabad, India",,KPO-Data Operations.,creq235399
Java FSD Developer,Lead Software Engineer,"Chennai, India",,DE-Full Stack Foundation.,creq243050
Pega SSA,Lead Software Engineer,"Hyderabad, India",,CS-HLS-PYR-CLM.,creq241352
Software Engineer,Engineer,"Bangalore, India",,KPO-Ads Curation - Operations.,creq235419
Python Svelte Engineer,Lead Software Engineer,"Gurgaon, India",,"Data-SSIS with Python/Scala/Java/.NET, ANSI SQL compliant, Traditional Or Cloud DB, Pipeline orchestration.",creq235032
GEN AI,Software Engineer,"Chennai, India",,AILab-GENAI-GCP.,creq227095
Python AWS,Senior Software Engineer,"Hyderabad, India",,"Data-Snowflake with AWS Native Services, ETL.",creq229556
Java Developer,Senior Software Engineer,"Hyderabad, India",,"DE-Spring Boot,MVC, REST API.",creq232079
AWS Cloud FinOps Analyst,Lead Software Engineer,"Chennai, India",,CIS-AWS Infra - Native.,creq240268
Java,Architect (Level: Manager),"Hyderabad, India",,DE-Service Dev Foundation.,creq239963
"Data Engineer (PySpark, Database, Python)",Lead Software Engineer,"Chennai, India",,"Data-Matilion with Python/Scala/Java/ ANSI SQL compliant, Traditional Or Cloud DB, Pipeline orchestration.",creq249254
Java Full Stack Developer,Lead Software Engineer,"Pune, India",,"DE-Full Stack, REST API, ORM, SQL.",creq250071
JAVA GCP Architect,Architect (Level: Manager),"Hyderabad, India",,DE-Cloud Native GCP Core Applications.,creq250567
Java/Python FSD - Core Search - T1,Architect (Level: Manager),"Hyderabad, India",,"DE-Web Foundation, Core Java Foundation.",creq241960
Architect (ATC),Architect (Level: Manager),"Hyderabad, India",,"DE-Web Foundation, Core Java Foundation.",creq248789
Software Engineer,Engineer,"Chennai, India",,AIMS-AMS-AppSup-SQLTechStack.,creq231411
Pyspark Reltio,Senior Software Engineer,"Gurgaon, India",,"Data-AWS Redshift with AWS NativeServices,EMR,S3,Traditional or Cloud ETL Tools.",creq239913
Java FullStack Developer,Lead Software Engineer,"Pune, India",,"DE-Full Stack, REST API, ORM, SQL.",creq250058
